DataKey,label,(times),DATE,SPAD,LAI,oldTotEarNum,totEarWeight,totEarNum,totalSeedNum,totalSeedWeightBeforeDry,totalSeedWeightAfterDry
202506130855_43,43,14,12/6/2025,1.1,3.171,413,798.73,350,11845,473.8,473.8
202506130855_44,44,14,12/6/2025,19.5,3.708,212,461.12,202,7199,276.2,276.2
202506130855_45,45,14,12/6/2025,3.7,3.403,453,668.91,293,18130,728.9,728.9
202506130855_46,46,14,12/6/2025,9.6,3.843,357,706.24,309,10792,376.7,376.7
202506130855_47,47,14,12/6/2025,21.4,2.989,360,968.87,424,14939,561.7,561.7
202506130855_48,48,14,12/6/2025,7.3,2.574,287,790,346,13025,504.3,504.3
202506130855_49,49,14,12/6/2025,19.9,2.326,321,867,379,12236,483.9,483.9
202506130855_50,50,14,12/6/2025,14.1,2.255,288,985.59,431,14786,586.9,586.9
202506130855_51,51,14,12/6/2025,5.5,2.754,420,957.22,419,14298,556.5,556.5
202506130855_52,52,14,12/6/2025,2.9,2.995,369,791.43,346,9911,402.8,402.8
202506130855_53,53,14,12/6/2025,4.5,3.194,409,823.26,360,11703,477,477
202506130855_54,54,14,12/6/2025,12.6,3.734,343,733.45,321,11065,428.4,428.4
202506130855_55,55,14,12/6/2025,29.3,3.151,373,737.68,323,12514,528.2,528.2
202506130855_56,56,14,12/6/2025,21.0,4.231,330,874.83,383,11094,456.3,456.3
202506130855_57,57,14,12/6/2025,12.0,3.168,342,894.64,391,13015,511.6,511.6
202506130855_58,58,14,12/6/2025,10.0,2.437,283,940.89,412,15276,620.4,620.4
202506130855_59,59,14,12/6/2025,11.5,2.391,390,583.37,255,8387,340.8,340.8
202506130855_60,60,14,12/6/2025,8.0,1.767,319,964.19,422,15682,634.4,634.4
